split,id_review,id_sentence,gold1,gold2,gold3
Train,239,2,録音の背景,楽曲,
Train,239,3,演奏：技術,演奏：キャラクター・音色,
Train,239,4,演奏：時間的特徴,,
Train,239,5,演奏：構造,演奏：スタイル・理解,評価：その他
Train,239,6,演奏：スタイル・理解,評価：真正性,
Train,239,7,評価：その他,,
Train,240,1,評価：感じられ方,,
Train,240,2,評価：感じられ方,,
Train,240,3,演奏者,,
Train,240,4,楽曲,録音の背景,
Train,240,5,楽器,,
Train,240,6,演奏：キャラクター・音色,演奏：構造,演奏：スタイル・理解
Train,241,1,演奏者,,
Train,241,2,評価：その他,,
Train,241,3,演奏：その他,,
Train,241,4,楽曲,,
Train,241,5,演奏：スタイル・理解,,
Test,242,1,演奏者,,
Test,242,2,評価：その他,,
Test,242,3,演奏者,演奏：キャラクター・音色,
Test,242,4,演奏：キャラクター・音色,評価：その他,
Test,242,5,演奏：エネルギー,,
Test,242,6,演奏：感情,演奏：エネルギー,評価：その他
Test,242,7,楽曲,演奏：感情,
Test,242,8,評価：感じられ方,,
Train,243,1,演奏者,,
Train,243,2,演奏者,楽曲,
Train,243,3,演奏：スタイル・理解,演奏：コミュニケーション,評価：その他
Train,243,4,演奏：スタイル・理解,,
Train,243,5,演奏：スタイル・理解,,
Train,243,6,演奏：スタイル・理解,演奏：キャラクター・音色,評価：感じられ方
Dev,244,1,楽曲,,
Dev,244,2,楽曲,,
Dev,244,3,演奏者,,
Dev,244,4,演奏：スタイル・理解,評価：感じられ方,
Dev,244,5,演奏：スタイル・理解,評価：感じられ方,評価：その他
Train,245,1,録音の背景,,
Train,245,2,楽曲,,
Train,245,3,楽曲,演奏：スタイル・理解,
Train,245,4,演奏：音量的特徴,演奏：構造,評価：感じられ方
Train,245,5,楽曲,演奏：スタイル・理解,
Train,245,6,評価：感じられ方,,
Train,246,1,楽曲,,
Train,246,2,演奏者,楽器,
Train,246,3,楽器,,
Train,246,4,演奏：スタイル・理解,楽曲,
Train,246,5,その他,,
Train,247,1,演奏者,録音の背景,
Train,247,2,楽曲,,
Train,247,3,楽曲,,
Train,247,4,演奏：キャラクター・音色,演奏：スタイル・理解,
Train,247,5,評価：その他,,
Test,248,1,楽器,,
Test,248,2,楽器,楽曲,
Test,248,3,演奏：スタイル・理解,評価：感じられ方,
Test,248,4,演奏：感情,演奏：スタイル・理解,
Test,248,5,評価：感じられ方,,
Test,248,6,演奏：キャラクター・音色,評価：その他,
Train,249,1,演奏者,,
Train,249,2,演奏者,録音の背景,
Train,249,3,楽曲,評価：感じられ方,
Train,249,4,楽曲,演奏：キャラクター・音色,演奏：感情
Train,249,5,楽曲,演奏：感情,評価：感じられ方
Train,250,1,演奏者,,
Train,250,2,その他,,
Train,250,3,その他,,
Train,250,4,演奏：キャラクター・音色,演奏：コミュニケーション,
Train,250,5,評価：その他,,
Train,251,1,録音の背景,,
Train,251,2,楽曲,演奏者,
Train,251,3,演奏：キャラクター・音色,楽器,
Train,251,4,演奏：キャラクター・音色,演奏：スタイル・理解,評価：その他
Dev,252,1,演奏者,,
Dev,252,2,演奏者,,
Dev,252,3,録音の背景,,
Dev,252,4,楽曲,,
Dev,252,5,演奏：キャラクター・音色,,
Dev,252,6,評価：その他,,
Dev,252,7,録音の背景,楽曲,演奏：キャラクター・音色
Test,253,1,演奏者,録音の背景,
Test,253,2,楽曲,演奏：感情,演奏：キャラクター・音色
Test,253,3,演奏：構造,,
Test,253,4,演奏：感情,評価：感じられ方,
Test,254,1,録音の背景,,
Test,254,2,楽曲,,
Test,254,3,楽器,演奏：スタイル・理解,評価：感じられ方
Test,254,4,楽器,,
Test,254,5,楽曲,,
Test,254,6,楽曲,,
Test,254,7,楽曲,演奏：スタイル・理解,
Test,254,8,楽曲,,
Test,254,9,演奏：構造,,
Test,254,10,演奏：スタイル・理解,評価：感じられ方,
Train,255,1,演奏者,,
Train,255,2,録音の背景,,
Train,255,3,演奏：キャラクター・音色,評価：感じられ方,
Train,255,4,演奏：キャラクター・音色,,
Train,255,5,楽曲,,
Train,255,6,楽曲,評価：感じられ方,
Train,255,7,演奏：スタイル・理解,,
Train,255,8,評価：感じられ方,,
Train,256,1,演奏：エネルギー,評価：その他,
Train,256,2,演奏者,,
Train,256,3,録音の背景,,
Train,256,4,演奏：スタイル・理解,,
Train,256,5,演奏：時間的特徴,,
Train,256,6,演奏：技術,評価：その他,
Train,257,1,演奏者,,
Train,257,2,演奏者,,
Train,257,3,録音の背景,楽曲,
Train,257,4,演奏：キャラクター・音色,,
Train,257,5,楽器,演奏：キャラクター・音色,
Train,257,6,演奏：感情,演奏：コミュニケーション,
Train,258,1,演奏者,録音の背景,
Train,258,2,楽曲,,
Train,258,3,楽曲,,
Train,259,1,演奏者,,
Train,259,2,演奏者,,
Train,259,3,楽曲,,
Train,259,4,演奏：時間的特徴,演奏：スタイル・理解,
Train,259,5,演奏：スタイル・理解,,
Train,260,1,録音の背景,演奏：構造,楽曲
Train,260,2,演奏：スタイル・理解,,
Train,260,3,楽曲,,
Train,260,4,楽曲,,
Train,260,5,評価：対比,,
Test,261,1,演奏者,録音の背景,
Test,261,2,演奏：スタイル・理解,評価：感じられ方,
Test,261,3,演奏：技術,演奏：キャラクター・音色,演奏：コミュニケーション
Test,261,4,評価：その他,,
Test,261,5,演奏：時間的特徴,,
Test,261,6,演奏：感情,,
Test,261,7,演奏：構造,評価：その他,
Dev,262,1,演奏者,,
Dev,262,2,録音の背景,楽曲,
Dev,262,3,演奏：構造,演奏：キャラクター・音色,演奏：スタイル・理解
Train,263,1,録音の背景,,
Train,263,2,演奏者,,
Train,263,3,演奏者,,
Train,263,4,演奏：キャラクター・音色,演奏：スタイル・理解,
Train,263,5,演奏者,評価：感じられ方,
Train,263,6,評価：その他,,
Train,264,1,演奏者,,
Train,264,2,楽曲,,
Train,264,3,演奏：技術,演奏：スタイル・理解,評価：感じられ方
Train,264,4,評価：その他,,
Train,265,1,演奏者,,
Train,265,2,その他,,
Train,265,3,録音の背景,,
Train,265,4,演奏：構造,演奏：キャラクター・音色,演奏：スタイル・理解
Train,265,5,評価：感じられ方,,
Train,265,6,演奏：スタイル・理解,,
Train,265,7,評価：その他,,
Test,266,1,録音の背景,楽曲,
Test,266,2,楽曲,,
Test,266,3,楽曲,,
Test,266,4,楽曲,,
Test,266,5,評価：感じられ方,評価：その他,
Train,267,1,演奏：感情,評価：感じられ方,
Train,267,2,演奏者,,
Train,267,3,録音の背景,楽曲,
Train,267,4,演奏：スタイル・理解,評価：感じられ方,
Train,267,5,演奏者,,
Train,267,6,演奏：キャラクター・音色,演奏：スタイル・理解,評価：感じられ方
Dev,268,1,演奏者,録音の背景,
Dev,268,2,録音の背景,,
Dev,268,3,録音の背景,,
Dev,268,4,楽曲,,
Dev,268,5,演奏：スタイル・理解,演奏：エネルギー,
Dev,268,6,楽曲,,
Train,269,1,演奏者,録音の背景,
Train,269,2,楽曲,,
Train,269,3,楽器,,
Train,269,4,演奏：スタイル・理解,,
Train,269,5,評価：感じられ方,,
Train,269,6,演奏：コミュニケーション,,
Test,270,1,その他,,
Test,270,2,演奏者,演奏：コミュニケーション,演奏：キャラクター・音色
Test,270,3,演奏：アーティキュレーション,演奏：キャラクター・音色,
Test,270,4,演奏：スタイル・理解,評価：その他,
Test,270,5,演奏：スタイル・理解,,
Test,270,6,評価：その他,,
Train,271,1,楽曲,,
Train,271,2,楽曲,,
Train,271,3,楽曲,,
Train,271,4,演奏者,演奏：コミュニケーション,
Dev,272,1,演奏者,録音の背景,
Dev,272,2,録音の背景,,
Dev,272,3,演奏者,,
Dev,272,4,演奏：構造,演奏：キャラクター・音色,演奏：コミュニケーション
Dev,272,5,演奏：キャラクター・音色,演奏：コミュニケーション,
Train,273,1,評価：真正性,,
Train,273,2,演奏：スタイル・理解,演奏：キャラクター・音色,評価：感じられ方
Train,273,3,録音の背景,演奏：スタイル・理解,評価：感じられ方
Train,273,4,評価：その他,,
Train,273,5,楽器,演奏：スタイル・理解,
Train,274,1,楽曲,,
Train,274,2,楽曲,,
Train,274,3,演奏：スタイル・理解,,
Train,274,4,評価：感じられ方,楽曲,
Train,274,5,楽曲,,
Train,274,6,評価：その他,,
Train,275,1,楽曲,演奏者,
Train,275,2,録音の背景,楽曲,
Train,275,3,楽曲,,
Train,275,4,演奏：スタイル・理解,演奏：キャラクター・音色,
Train,275,5,楽曲,演奏：技術,評価：感じられ方
Train,276,1,演奏者,,
Train,276,2,録音の背景,,
Train,276,3,楽曲,,
Train,276,4,楽曲,,
Train,276,5,演奏：スタイル・理解,,
Train,276,6,楽器,演奏：構造,
Train,277,1,録音の背景,,
Train,277,2,録音の背景,楽曲,
Train,277,3,楽曲,,
Train,277,4,楽曲,,
Train,277,5,演奏：キャラクター・音色,評価：その他,
Train,277,6,演奏：その他,評価：その他,
Train,278,1,演奏者,,
Train,278,2,演奏者,,
Train,278,3,演奏者,演奏：コミュニケーション,
Train,278,4,演奏：キャラクター・音色,演奏：スタイル・理解,
Train,278,5,演奏：キャラクター・音色,演奏：構造,
Train,278,6,楽曲,演奏：構造,
Train,278,7,評価：真正性,,
Test,279,1,評価：感じられ方,,
Test,279,2,録音の背景,楽器,
Test,279,3,録音の背景,,
Test,279,4,評価：感じられ方,評価：その他,
Train,280,1,演奏者,録音の背景,
Train,280,2,演奏者,,
Train,280,3,楽曲,,
Train,280,4,評価：感じられ方,,
Train,280,5,演奏：キャラクター・音色,演奏：エネルギー,
Train,280,6,評価：その他,評価：感じられ方,
Dev,281,1,演奏：スタイル・理解,録音の背景,
Dev,281,2,録音の背景,,
Dev,281,3,楽曲,,
Dev,281,4,演奏：エネルギー,演奏：技術,評価：感じられ方
Dev,281,5,演奏：キャラクター・音色,評価：その他,
Train,282,1,演奏：スタイル・理解,,
Train,282,2,演奏者,,
Train,282,3,録音の背景,演奏者,演奏：キャラクター・音色
Train,282,4,演奏：スタイル・理解,評価：感じられ方,楽曲
Train,282,5,録音の背景,,
Train,282,6,演奏：スタイル・理解,,
Dev,283,1,演奏者,録音の背景,
Dev,283,2,演奏者,演奏：スタイル・理解,
Dev,283,3,演奏：キャラクター・音色,演奏：構造,評価：感じられ方
Dev,283,4,演奏：キャラクター・音色,,
Train,284,1,演奏者,,
Train,284,2,演奏者,録音の背景,楽曲
Train,284,3,楽曲,,
Train,284,4,楽曲,評価：その他,評価：感じられ方
Test,285,1,演奏者,,
Test,285,2,演奏者,,
Test,285,3,演奏者,,
Test,285,4,演奏：感情,評価：その他,
Test,285,5,楽曲,演奏：キャラクター・音色,
Test,285,6,演奏：スタイル・理解,,
Test,285,7,演奏：キャラクター・音色,演奏：感情,
Test,285,8,評価：その他,,
Test,286,1,演奏者,楽器,
Test,286,2,評価：その他,,
Test,286,3,演奏者,演奏：スタイル・理解,演奏：キャラクター・音色
Test,286,4,録音の背景,評価：感じられ方,
Test,286,5,評価：感じられ方,,
Dev,287,1,演奏者,,
Dev,287,2,演奏者,,
Dev,287,3,楽曲,演奏：スタイル・理解,
Dev,287,4,演奏：キャラクター・音色,演奏：感情,
Dev,287,5,演奏：スタイル・理解,評価：その他,
Train,288,1,録音の背景,,
Train,288,2,演奏者,楽曲,
Train,288,3,楽曲,,
Train,288,4,演奏：キャラクター・音色,演奏：感情,評価：感じられ方
Train,288,5,その他,,
Train,289,1,録音の背景,,
Train,289,2,演奏：キャラクター・音色,,
Train,289,3,演奏：スタイル・理解,,
Train,289,4,演奏：キャラクター・音色,演奏：エネルギー,
Train,289,5,楽曲,評価：その他,評価：感じられ方
Test,290,1,録音の背景,,
Test,290,2,楽器,評価：感じられ方,
Test,290,3,評価：その他,楽曲,
Dev,291,1,演奏者,,
Dev,291,2,楽曲,,
Dev,291,3,楽曲,,
Dev,291,4,評価：その他,,
Dev,291,5,演奏：キャラクター・音色,,
Dev,291,6,楽曲,評価：その他,
Dev,291,7,演奏：スタイル・理解,,
Dev,292,1,演奏者,,
Dev,292,2,演奏者,,
Dev,292,3,演奏者,,
Dev,292,4,演奏者,,
Dev,292,5,演奏者,,
Dev,292,6,演奏者,,
Dev,292,7,録音の背景,,
Dev,292,8,演奏：キャラクター・音色,,
Dev,292,9,演奏：技術,,
Dev,292,10,評価：感じられ方,,
Train,293,1,演奏者,録音の背景,
Train,293,2,演奏：スタイル・理解,評価：その他,
Train,293,3,演奏：キャラクター・音色,評価：感じられ方,
Train,293,4,演奏：構造,,
Train,293,5,演奏：コミュニケーション,,
Train,293,6,楽曲,評価：その他,
Train,293,7,評価：その他,,
Train,294,1,楽曲,,
Train,294,2,楽曲,その他,
Train,294,3,楽曲,,
Train,294,4,楽曲,,
Train,294,5,評価：その他,,
Train,295,1,演奏者,楽曲,
Train,295,2,楽器,,
Train,295,3,演奏：アーティキュレーション,,
Train,295,4,楽器,演奏：技術,
Train,295,5,楽器,,
Train,295,6,評価：その他,,
Train,296,1,演奏者,録音の背景,楽曲
Train,296,2,楽曲,,
Train,296,3,楽曲,演奏：コミュニケーション,
Train,296,4,楽曲,評価：感じられ方,
Test,297,1,楽曲,録音の背景,
Test,297,2,楽曲,演奏：構造,演奏：感情
Test,297,3,楽曲,,
Test,297,4,楽曲,,
Test,297,5,評価：その他,,
Train,298,1,演奏者,楽曲,
Train,298,2,楽曲,評価：その他,
Train,298,3,演奏：キャラクター・音色,,
Train,298,4,演奏：スタイル・理解,評価：感じられ方,
Train,298,5,演奏者,評価：感じられ方,
Train,299,1,演奏者,,
Train,299,2,楽曲,,
Train,299,3,楽曲,,
Train,300,1,演奏者,,
Train,300,2,楽曲,録音の背景,
Train,300,3,楽曲,,
Train,300,4,演奏：キャラクター・音色,演奏：感情,
Train,300,5,演奏：キャラクター・音色,,
Train,300,6,演奏：キャラクター・音色,,
Train,300,7,演奏：キャラクター・音色,演奏：コミュニケーション,
Train,301,1,演奏者,楽曲,
Train,301,2,楽器,演奏：構造,演奏：スタイル・理解
Train,301,3,評価：感じられ方,,
Train,301,4,演奏：キャラクター・音色,演奏：技術,演奏：エネルギー
Train,301,5,演奏：スタイル・理解,評価：その他,
Train,302,1,録音の背景,,
Train,302,2,楽曲,,
Train,302,3,楽曲,,
Train,302,4,その他,,
Dev,303,1,演奏者,録音の背景,
Dev,303,2,楽曲,,
Dev,303,3,その他,,
Dev,303,4,演奏：リズム,演奏：構造,演奏：キャラクター・音色
Dev,303,5,評価：対比,評価：その他,
Dev,303,6,評価：感じられ方,,
Train,304,1,演奏者,録音の背景,
Train,304,2,演奏：その他,,
Train,304,3,演奏者,演奏：コミュニケーション,
Train,304,4,演奏：キャラクター・音色,演奏：スタイル・理解,評価：その他
Dev,305,1,録音の背景,,
Dev,305,2,楽曲,,
Dev,305,3,演奏：キャラクター・音色,演奏：時間的特徴,演奏：感情
Dev,305,4,演奏：構造,評価：感じられ方,
Dev,305,5,演奏：スタイル・理解,評価：その他,
Train,306,1,演奏者,,
Train,306,2,演奏者,,
Train,306,3,楽器,演奏：スタイル・理解,評価：感じられ方
Train,306,4,楽曲,演奏：キャラクター・音色,
Train,306,5,評価：感じられ方,,
Train,307,1,演奏者,楽曲,
Train,307,2,演奏：スタイル・理解,,
Train,307,3,演奏：キャラクター・音色,評価：感じられ方,
Train,307,4,演奏：技術,,
Train,307,5,演奏：キャラクター・音色,,
Train,308,1,演奏者,,
Train,308,2,楽曲,,
Train,308,3,楽曲,演奏：キャラクター・音色,評価：その他
Train,308,4,楽曲,評価：その他,
Train,309,1,演奏者,録音の背景,
Train,309,2,楽器,演奏：キャラクター・音色,評価：真正性
Train,309,3,評価：感じられ方,,
Train,309,4,演奏：構造,評価：感じられ方,
Train,309,5,評価：感じられ方,演奏：スタイル・理解,
Test,310,1,録音の背景,,
Test,310,2,演奏者,,
Test,310,3,その他,,
Test,310,4,評価：感じられ方,,
Train,311,1,楽曲,評価：感じられ方,
Train,311,2,演奏者,,
Train,311,3,楽曲,演奏：技術,評価：感じられ方
Train,311,4,演奏：その他,,
Train,311,5,楽曲,,
Train,311,6,その他,,
Dev,312,1,演奏者,,
Dev,312,2,録音の背景,,
Dev,312,3,楽曲,演奏：技術,演奏：キャラクター・音色
Dev,312,4,演奏：スタイル・理解,評価：その他,
Dev,312,5,演奏：スタイル・理解,評価：感じられ方,
Dev,313,1,録音の背景,,
Dev,313,2,楽曲,,
Dev,313,3,楽曲,録音の背景,
Dev,313,4,録音の背景,,
Dev,313,5,演奏：スタイル・理解,,
Dev,313,6,その他,,
Dev,313,7,楽曲,演奏：感情,評価：感じられ方
Dev,313,8,評価：その他,,
Train,314,1,演奏者,録音の背景,楽曲
Train,314,2,演奏：キャラクター・音色,,
Train,314,3,演奏：キャラクター・音色,,
Train,314,4,演奏：キャラクター・音色,演奏：技術,演奏：コミュニケーション
Train,314,5,評価：その他,,
Train,315,1,楽曲,,
Train,315,2,楽器,演奏：スタイル・理解,
Train,315,3,演奏：スタイル・理解,,
Train,315,4,演奏者,録音の背景,
Train,315,5,演奏：スタイル・理解,,
Train,315,6,演奏：スタイル・理解,演奏：キャラクター・音色,
Train,316,1,演奏者,録音の背景,
Train,316,2,楽曲,,
Train,316,3,楽曲,,
Train,316,4,楽曲,,
Train,316,5,評価：その他,,
Train,316,6,演奏：キャラクター・音色,演奏者,評価：感じられ方
Train,316,7,演奏：技術,,
Train,317,1,演奏者,楽曲,
Train,317,2,楽曲,,
Train,317,3,演奏：スタイル・理解,演奏：キャラクター・音色,
Train,317,4,演奏：感情,楽曲,演奏：スタイル・理解
Train,317,5,楽曲,評価：その他,
Train,318,1,演奏者,,
Train,318,2,演奏者,,
Train,318,3,録音の背景,,
Train,318,4,楽曲,評価：感じられ方,
Train,318,5,評価：その他,,
Train,319,1,その他,,
Train,319,2,評価：感じられ方,,
Train,319,3,演奏：キャラクター・音色,演奏：エネルギー,
Train,319,4,演奏者,,
Train,319,5,演奏：キャラクター・音色,演奏：時間的特徴,
Train,319,6,演奏：キャラクター・音色,評価：その他,
Train,319,7,楽曲,演奏：キャラクター・音色,評価：感じられ方
Test,320,1,録音の背景,,
Test,320,2,録音の背景,評価：感じられ方,
Test,320,3,評価：感じられ方,演奏：技術,
Test,320,4,演奏：コミュニケーション,演奏：スタイル・理解,
Test,320,5,演奏：スタイル・理解,評価：その他,
Test,320,6,評価：その他,,
Test,320,7,評価：その他,,
Train,321,1,演奏者,,
Train,321,2,楽曲,評価：その他,
Train,321,3,演奏：技術,演奏：スタイル・理解,
Train,321,4,演奏：キャラクター・音色,,
Train,321,5,演奏：キャラクター・音色,,
Train,321,6,演奏：キャラクター・音色,,
Train,321,7,評価：その他,,
Train,321,8,楽曲,,
Train,322,1,演奏者,,
Train,322,2,録音の背景,,
Train,322,3,評価：感じられ方,演奏：スタイル・理解,
Train,322,4,評価：感じられ方,,
Test,323,1,演奏者,楽曲,録音の背景
Test,323,2,評価：その他,演奏：構造,演奏：リズム
Test,323,3,演奏：構造,演奏：時間的特徴,演奏：スタイル・理解
Test,323,4,評価：その他,,
Dev,324,1,演奏者,,
Dev,324,2,演奏者,演奏：エネルギー,演奏：スタイル・理解
Dev,324,3,楽曲,演奏：スタイル・理解,
Dev,324,4,演奏：構造,,
Dev,324,5,演奏：キャラクター・音色,評価：その他,
Train,325,1,録音の背景,,
Train,325,2,楽曲,,
Train,325,3,演奏：音量的特徴,,
Train,325,4,演奏：その他,,
Train,325,5,演奏：キャラクター・音色,,
Train,325,6,その他,,
Train,325,7,その他,,
Train,326,1,演奏者,録音の背景,
Train,326,2,楽曲,,
Train,326,3,演奏：キャラクター・音色,演奏：感情,評価：その他
Train,326,4,演奏：感情,演奏：キャラクター・音色,
Train,326,5,演奏：キャラクター・音色,評価：その他,
Train,326,6,演奏：キャラクター・音色,評価：その他,
Train,327,1,その他,,
Train,327,2,演奏：技術,,
Train,327,3,演奏：技術,,
Train,327,4,演奏：スタイル・理解,,
Train,327,5,演奏：スタイル・理解,演奏：キャラクター・音色,
Train,327,6,演奏：構造,,
Train,327,7,楽曲,演奏：感情,
Train,327,8,評価：感じられ方,,
Train,328,1,演奏者,録音の背景,
Train,328,2,楽曲,,
Train,328,3,演奏：キャラクター・音色,,
Train,328,4,演奏：キャラクター・音色,,
Train,328,5,楽曲,演奏：構造,評価：感じられ方
Train,328,6,評価：その他,,
Dev,329,1,楽曲,演奏者,
Dev,329,2,録音の背景,,
Dev,329,3,演奏：キャラクター・音色,演奏者,演奏：構造
Dev,329,4,楽曲,演奏：スタイル・理解,評価：その他
Train,330,1,その他,,
Train,330,2,楽曲,,
Train,330,3,楽曲,,
Train,330,4,楽曲,,
Train,330,5,楽曲,演奏：スタイル・理解,
Train,330,6,その他,,
Train,331,1,演奏者,,
Train,331,2,録音の背景,,
Train,331,3,楽曲,,
Train,331,4,楽曲,評価：感じられ方,
Train,331,5,評価：感じられ方,,
Dev,332,1,演奏者,,
Dev,332,2,録音の背景,,
Dev,332,3,演奏：感情,演奏：スタイル・理解,
Dev,332,4,演奏：キャラクター・音色,演奏：構造,評価：感じられ方
Dev,332,5,演奏：感情,,
Train,333,1,評価：その他,,
Train,333,2,楽器,,
Train,333,3,演奏者,演奏：スタイル・理解,
Train,333,4,演奏：感情,評価：その他,
Train,333,5,楽曲,演奏：技術,
Train,333,6,評価：感じられ方,,
Train,334,1,演奏：スタイル・理解,,
Train,334,2,演奏者,,
Train,334,3,演奏：スタイル・理解,評価：真正性,
Train,334,4,演奏：構造,演奏：アーティキュレーション,評価：その他
Train,334,5,評価：その他,,
Train,334,6,演奏：構造,,
Train,335,1,録音の背景,,
Train,335,2,録音の背景,,
Train,335,3,演奏：構造,,
Train,335,4,楽器,評価：感じられ方,
Train,335,5,評価：感じられ方,,
Train,335,6,演奏：スタイル・理解,演奏：コミュニケーション,演奏：キャラクター・音色
Train,335,7,演奏：キャラクター・音色,評価：真正性,
Test,336,1,録音の背景,,
Test,336,2,演奏：技術,演奏：コミュニケーション,評価：真正性
Test,336,3,評価：感じられ方,,
Test,336,4,評価：その他,,
Test,337,1,演奏者,,
Test,337,2,演奏：スタイル・理解,評価：その他,
Test,337,3,演奏：時間的特徴,演奏：スタイル・理解,
Test,337,4,評価：その他,,
Test,337,5,評価：その他,演奏：感情,
Test,337,6,演奏：キャラクター・音色,,
Train,338,1,演奏者,録音の背景,
Train,338,2,演奏者,楽曲,
Train,338,3,楽曲,演奏：スタイル・理解,評価：その他
Train,338,4,楽曲,評価：その他,
Train,339,1,演奏者,楽曲,
Train,339,2,楽曲,演奏：感情,評価：感じられ方
Train,339,3,評価：その他,,
Train,339,4,演奏：キャラクター・音色,,
Train,339,5,楽器,評価：感じられ方,
Train,339,6,演奏：感情,評価：その他,
Train,339,7,演奏：構造,演奏：コミュニケーション,評価：その他
Train,340,1,その他,,
Train,340,2,演奏者,,
Train,340,3,楽曲,,
Train,340,4,演奏：キャラクター・音色,,
Train,340,5,演奏：スタイル・理解,,
Train,340,6,演奏：スタイル・理解,評価：感じられ方,
Test,341,1,録音の背景,,
Test,341,2,楽曲,,
Test,341,3,評価：その他,楽曲,演奏：技術
Test,341,4,演奏者,,
Dev,342,1,演奏者,,
Dev,342,2,録音の背景,,
Dev,342,3,演奏：キャラクター・音色,評価：感じられ方,
Dev,342,4,演奏：キャラクター・音色,演奏：構造,
Train,343,1,録音の背景,楽曲,
Train,343,2,演奏：キャラクター・音色,,
Train,343,3,演奏：その他,,
Train,343,4,演奏：スタイル・理解,,
Train,343,5,演奏：その他,,
Train,343,6,その他,,
Train,343,7,楽曲,,
Dev,344,1,録音の背景,演奏者,楽曲
Dev,344,2,録音の背景,,
Dev,344,3,演奏：スタイル・理解,,
Dev,344,4,その他,,
Dev,344,5,演奏：キャラクター・音色,評価：その他,
Dev,344,6,評価：感じられ方,,
Train,345,1,演奏者,録音の背景,
Train,345,2,楽曲,,
Train,345,3,楽曲,演奏：キャラクター・音色,
Train,345,4,楽曲,評価：その他,
Train,346,1,録音の背景,,
Train,346,2,楽曲,その他,
Train,346,3,演奏：エネルギー,評価：感じられ方,
Train,346,4,演奏：コミュニケーション,演奏：スタイル・理解,
Train,346,5,評価：感じられ方,,
Train,347,1,演奏者,,
Train,347,2,楽曲,,
Train,347,3,演奏：スタイル・理解,,
Train,347,4,楽曲,,
Train,347,5,評価：その他,演奏：時間的特徴,
Train,347,6,評価：その他,,
Train,347,7,評価：その他,演奏：技術,
Dev,348,1,演奏：キャラクター・音色,,
Dev,348,2,演奏者,録音の背景,
Dev,348,3,録音の背景,評価：その他,演奏：スタイル・理解
Dev,348,4,演奏：スタイル・理解,演奏：キャラクター・音色,
Dev,348,5,評価：その他,,
Train,349,1,その他,,
Train,349,2,その他,,
Train,349,3,楽曲,,
Train,349,4,演奏：キャラクター・音色,演奏：時間的特徴,
Train,349,5,演奏：コミュニケーション,評価：感じられ方,
Train,349,6,演奏者,,
Train,349,7,演奏：スタイル・理解,評価：感じられ方,
Dev,350,1,演奏者,,
Dev,350,2,演奏者,,
Dev,350,3,演奏：キャラクター・音色,演奏：構造,評価：感じられ方
Dev,350,4,評価：その他,,
Dev,350,5,演奏：構造,演奏：時間的特徴,演奏：キャラクター・音色
Train,351,1,演奏者,,
Train,351,2,演奏者,録音の背景,
Train,351,3,演奏：感情,演奏：キャラクター・音色,
Train,351,4,楽曲,,
Train,351,5,演奏：スタイル・理解,演奏：コミュニケーション,
Train,351,6,演奏：コミュニケーション,,
Train,352,1,演奏者,,
Train,352,2,演奏：スタイル・理解,評価：感じられ方,
Train,352,3,評価：感じられ方,楽曲,
Train,352,4,演奏者,演奏：キャラクター・音色,
Train,352,5,評価：感じられ方,,
Train,352,6,評価：感じられ方,,
Train,353,1,演奏者,,
Train,353,2,演奏：時間的特徴,演奏：構造,演奏：アーティキュレーション
Train,353,3,演奏：技術,評価：その他,
Train,353,4,演奏：構造,演奏：キャラクター・音色,演奏：コミュニケーション
Train,353,5,演奏：リズム,評価：その他,
Train,353,6,演奏：キャラクター・音色,評価：その他,
Train,354,1,録音の背景,評価：感じられ方,
Train,354,2,楽曲,評価：感じられ方,
Train,354,3,楽曲,,
Train,354,4,楽曲,,
Train,355,1,演奏者,演奏：キャラクター・音色,
Train,355,2,演奏：キャラクター・音色,,
Train,355,3,演奏者,録音の背景,
Train,355,4,演奏：スタイル・理解,,
Train,355,5,演奏：スタイル・理解,,
Train,355,6,その他,,
Train,356,1,演奏者,楽曲,評価：その他
Train,356,2,楽曲,演奏：感情,評価：その他
Train,356,3,楽曲,演奏：構造,評価：感じられ方
Train,356,4,演奏：構造,評価：その他,
Train,356,5,楽曲,演奏：キャラクター・音色,評価：その他
Train,356,6,演奏：技術,評価：その他,
Dev,357,1,楽曲,,
Dev,357,2,演奏者,楽曲,演奏：スタイル・理解
Dev,357,3,楽曲,演奏：スタイル・理解,録音の背景
Dev,357,4,演奏：スタイル・理解,評価：感じられ方,
Train,358,1,評価：感じられ方,,
Train,358,2,演奏：キャラクター・音色,評価：感じられ方,
Train,358,3,評価：感じられ方,,
Train,358,4,評価：感じられ方,演奏：キャラクター・音色,演奏：構造
Train,358,5,演奏：構造,演奏：スタイル・理解,評価：真正性
Test,359,1,その他,楽曲,
Test,359,2,楽曲,,
Test,359,3,楽曲,,
Test,359,4,演奏：感情,,
Train,360,1,演奏者,楽曲,録音の背景
Train,360,2,楽曲,,
Train,360,3,演奏：キャラクター・音色,,
Train,360,4,演奏：キャラクター・音色,評価：感じられ方,
Train,360,5,演奏：スタイル・理解,,
Train,360,6,演奏：スタイル・理解,評価：その他,
Train,361,1,その他,演奏者,
Train,361,2,その他,,
Train,361,3,楽曲,演奏：スタイル・理解,
Train,361,4,演奏：キャラクター・音色,評価：その他,評価：感じられ方
Train,361,5,演奏：技術,演奏：スタイル・理解,
Train,361,6,評価：その他,,
Test,362,1,録音の背景,,
